front_id,middle_id,pcb,port,middle_x_mm,middle_y_mm,back_x_mm,back_y_mm
A453,L461,30,4,-77.482759,-90.0,-45.368998,-36.579357
A454,L462,30,13,-55.344828,-90.0,-36.892413,-52.424793
A455,L463,30,14,-33.206897,-90.0,-28.415827,-52.424793
A456,L464,30,16,-11.068966,-90.0,-11.462656,-52.424793
A457,L465,31,9,11.068966,-90.0,11.462656,-52.424793
A458,L466,31,2,33.206897,-90.0,19.939241,-36.579357
A459,L467,31,12,55.344828,-90.0,36.892413,-52.424793
A460,L468,31,5,77.482759,-90.0,45.368998,-36.579357
A461,L469,31,15,99.62069,-90.0,62.32217,-52.424793
A462,L470,32,9,121.758621,-90.0,93.724066,-52.424793
A463,L471,32,11,143.896552,-90.0,110.677238,-52.424793
A464,L472,32,14,166.034483,-90.0,136.106995,-52.424793
A465,L473,32,16,188.172414,-90.0,153.060166,-52.424793
A466,L474,33,11,210.310345,-90.0,192.938648,-52.424793
A467,L475,33,14,232.448276,-90.0,218.368405,-52.424793
A468,L476,33,15,254.586207,-90.0,226.844991,-52.424793
A469,L477,34,11,276.724138,-90.0,275.200059,-52.424793
A470,L478,34,4,298.862069,-90.0,283.676645,-36.579357
A471,L479,34,15,321.0,-90.0,309.106402,-52.424793
A472,L480,27,11,-321.0,-110.0,-300.629816,-52.424793
A473,L481,27,13,-300.9375,-110.0,-283.676645,-52.424793
A474,L482,27,16,-280.875,-110.0,-258.246888,-52.424793
A475,L483,35,7,-260.8125,-110.0,-266.723474,-125.583506
A476,L484,28,13,-240.75,-110.0,-201.415234,-52.424793
A477,L485,28,15,-220.6875,-110.0,-184.462063,-52.424793
A478,L486,36,6,-200.625,-110.0,-192.938648,-125.583506
A479,L487,29,10,-180.5625,-110.0,-144.58358,-52.424793
A480,L488,29,13,-160.5,-110.0,-119.153823,-52.424793
A481,L489,37,3,-140.4375,-110.0,-136.106995,-125.583506
A482,L490,37,6,-120.375,-110.0,-110.677238,-125.583506
A483,L491,37,8,-100.3125,-110.0,-93.724066,-125.583506
A484,L492,30,12,-80.25,-110.0,-45.368998,-52.424793
A485,L493,38,3,-60.1875,-110.0,-53.845584,-125.583506
A486,L494,38,5,-40.125,-110.0,-36.892413,-125.583506
A487,L495,30,15,-20.0625,-110.0,-19.939241,-52.424793
A488,L496,30,8,0.0,-110.0,-11.462656,-36.579357
A489,L497,31,10,20.0625,-110.0,19.939241,-52.424793
A490,L498,39,4,40.125,-110.0,36.892413,-125.583506
A491,L499,31,3,60.1875,-110.0,28.415827,-36.579357
A492,L500,31,13,80.25,-110.0,45.368998,-52.424793
A493,L501,40,1,100.3125,-110.0,93.724066,-125.583506
A494,L502,40,3,120.375,-110.0,110.677238,-125.583506
A495,L503,40,6,140.4375,-110.0,136.106995,-125.583506
A496,L504,32,12,160.5,-110.0,119.153823,-52.424793
A497,L505,32,15,180.5625,-110.0,144.58358,-52.424793
A498,L506,41,3,200.625,-110.0,192.938648,-125.583506
A499,L507,33,10,220.6875,-110.0,184.462063,-52.424793
A500,L508,33,12,240.75,-110.0,201.415234,-52.424793
A501,L509,42,2,260.8125,-110.0,266.723474,-125.583506
A502,L510,34,9,280.875,-110.0,258.246888,-52.424793
A503,L511,34,12,300.9375,-110.0,283.676645,-52.424793
A504,L512,34,14,321.0,-110.0,300.629816,-52.424793
A505,L514,35,4,-299.6,-130.0,-292.153231,-125.583506
A506,L515,35,6,-278.2,-130.0,-275.200059,-125.583506
A507,L516,35,8,-256.8,-130.0,-258.246888,-125.583506
A508,L517,36,2,-235.4,-130.0,-226.844991,-125.583506
A509,L518,36,4,-214.0,-130.0,-209.89182,-125.583506
A510,L519,36,7,-192.6,-130.0,-184.462063,-125.583506
A511,L520,36,8,-171.2,-130.0,-175.985477,-125.583506
A512,L521,37,2,-149.8,-130.0,-144.58358,-125.583506
A513,L522,37,4,-128.4,-130.0,-127.630409,-125.583506
A514,L523,37,7,-107.0,-130.0,-102.200652,-125.583506
A515,L524,38,1,-85.6,-130.0,-70.798755,-125.583506
A516,L525,38,2,-64.2,-130.0,-62.32217,-125.583506
A517,L526,38,4,-42.8,-130.0,-45.368998,-125.583506
A518,L527,38,7,-21.4,-130.0,-19.939241,-125.583506
A519,L528,38,8,0.0,-130.0,-11.462656,-125.583506
A520,L529,39,2,21.4,-130.0,19.939241,-125.583506
A521,L530,39,5,42.8,-130.0,45.368998,-125.583506
A522,L531,39,7,64.2,-130.0,62.32217,-125.583506
A523,L532,39,8,85.6,-130.0,70.798755,-125.583506
A524,L533,40,2,107.0,-130.0,102.200652,-125.583506
A525,L534,40,5,128.4,-130.0,127.630409,-125.583506
A526,L535,40,7,149.8,-130.0,144.58358,-125.583506
A527,L536,41,1,171.2,-130.0,175.985477,-125.583506
A528,L537,41,2,192.6,-130.0,184.462063,-125.583506
A529,L538,41,5,214.0,-130.0,209.89182,-125.583506
A530,L539,41,7,235.4,-130.0,226.844991,-125.583506
A531,L540,42,1,256.8,-130.0,258.246888,-125.583506
A532,L541,42,3,278.2,-130.0,275.200059,-125.583506
A533,L542,42,5,299.6,-130.0,292.153231,-125.583506
A534,L545,35,5,-295.192593,-150.0,-283.676645,-125.583506
A535,L546,35,14,-274.107407,-150.0,-275.200059,-141.428942
A536,L547,36,1,-253.022222,-150.0,-235.321577,-125.583506
A537,L548,36,10,-231.937037,-150.0,-226.844991,-141.428942
A538,L549,36,5,-210.851852,-150.0,-201.415234,-125.583506
A539,L550,36,15,-189.766667,-150.0,-184.462063,-141.428942
A540,L551,37,1,-168.681481,-150.0,-153.060166,-125.583506
A541,L552,37,11,-147.596296,-150.0,-136.106995,-141.428942
A542,L553,37,5,-126.511111,-150.0,-119.153823,-125.583506
A543,L554,37,15,-105.425926,-150.0,-102.200652,-141.428942
A544,L555,38,9,-84.340741,-150.0,-70.798755,-141.428942
A545,L556,38,11,-63.255556,-150.0,-53.845584,-141.428942
A546,L557,38,13,-42.17037,-150.0,-36.892413,-141.428942
A547,L558,38,15,-21.085185,-150.0,-19.939241,-141.428942
A548,L559,39,1,0.0,-150.0,11.462656,-125.583506
A549,L560,39,10,21.085185,-150.0,19.939241,-141.428942
A550,L561,39,13,42.17037,-150.0,45.368998,-141.428942
A551,L562,39,6,63.255556,-150.0,53.845584,-125.583506
A552,L563,39,16,84.340741,-150.0,70.798755,-141.428942
A553,L564,40,10,105.425926,-150.0,102.200652,-141.428942
A554,L565,40,4,126.511111,-150.0,119.153823,-125.583506
A555,L566,40,14,147.596296,-150.0,136.106995,-141.428942
A556,L567,40,8,168.681481,-150.0,153.060166,-125.583506
A557,L568,41,10,189.766667,-150.0,184.462063,-141.428942
A558,L569,41,4,210.851852,-150.0,201.415234,-125.583506
A559,L570,41,15,231.937037,-150.0,226.844991,-141.428942
A560,L571,41,8,253.022222,-150.0,235.321577,-125.583506
A561,L572,42,11,274.107407,-150.0,275.200059,-141.428942
A562,L573,42,4,295.192593,-150.0,283.676645,-125.583506
A563,L575,35,13,-297.388889,-170.0,-283.676645,-141.428942
A564,L576,35,15,-276.146825,-170.0,-266.723474,-141.428942
A565,L577,36,9,-254.904762,-170.0,-235.321577,-141.428942
A566,L578,36,11,-233.662698,-170.0,-218.368405,-141.428942
A567,L579,36,13,-212.420635,-170.0,-201.415234,-141.428942
A568,L580,36,16,-191.178571,-170.0,-175.985477,-141.428942
A569,L581,37,9,-169.936508,-170.0,-153.060166,-141.428942
A570,L582,37,12,-148.694444,-170.0,-127.630409,-141.428942
A571,L583,37,14,-127.452381,-170.0,-110.677238,-141.428942
A572,L584,37,16,-106.210317,-170.0,-93.724066,-141.428942
A573,L585,38,10,-84.968254,-170.0,-62.32217,-141.428942
A574,L586,38,12,-63.72619,-170.0,-45.368998,-141.428942
A575,L587,38,6,-42.484127,-170.0,-28.415827,-125.583506
A576,L588,38,16,-21.242063,-170.0,-11.462656,-141.428942
A577,L589,39,9,0.0,-170.0,11.462656,-141.428942
A578,L590,39,11,21.242063,-170.0,28.415827,-141.428942
A579,L591,39,12,42.484127,-170.0,36.892413,-141.428942
A580,L592,39,14,63.72619,-170.0,53.845584,-141.428942
A581,L593,39,15,84.968254,-170.0,62.32217,-141.428942
A582,L594,40,9,106.210317,-170.0,93.724066,-141.428942
A583,L595,40,11,127.452381,-170.0,110.677238,-141.428942
A584,L596,40,13,148.694444,-170.0,127.630409,-141.428942
A585,L597,40,16,169.936508,-170.0,153.060166,-141.428942
A586,L598,41,9,191.178571,-170.0,175.985477,-141.428942
A587,L599,41,12,212.420635,-170.0,201.415234,-141.428942
A588,L600,41,14,233.662698,-170.0,218.368405,-141.428942
A589,L601,41,16,254.904762,-170.0,235.321577,-141.428942
A590,L602,42,10,276.146825,-170.0,266.723474,-141.428942
A591,L603,42,12,297.388889,-170.0,283.676645,-141.428942
A592,L604,35,16,-278.5,-190.0,-258.246888,-141.428942
A593,L605,36,3,-258.607143,-190.0,-218.368405,-125.583506
A594,L606,36,12,-238.714286,-190.0,-209.89182,-141.428942
A595,L607,36,14,-218.821429,-190.0,-192.938648,-141.428942
A596,L608,44,3,-198.928571,-190.0,-177.2377,-214.587656
A597,L609,37,10,-179.035714,-190.0,-144.58358,-141.428942
A598,L610,44,7,-159.142857,-190.0,-143.331357,-214.587656
A599,L611,37,13,-139.25,-190.0,-119.153823,-141.428942
A600,L612,45,3,-119.357143,-190.0,-94.976289,-214.587656
A601,L613,45,5,-99.464286,-190.0,-78.023118,-214.587656
A602,L614,45,6,-79.571429,-190.0,-69.546532,-214.587656
A603,L615,45,8,-59.678571,-190.0,-52.593361,-214.587656
A604,L616,38,14,-39.785714,-190.0,-28.415827,-141.428942
A605,L617,46,3,-19.892857,-190.0,-12.714878,-214.587656
A606,L618,46,5,0.0,-190.0,4.238293,-214.587656
A607,L619,46,6,19.892857,-190.0,12.714878,-214.587656
A608,L620,39,3,39.785714,-190.0,28.415827,-125.583506
A609,L621,47,1,59.678571,-190.0,52.593361,-214.587656
A610,L622,47,3,79.571429,-190.0,69.546532,-214.587656
A611,L623,47,4,99.464286,-190.0,78.023118,-214.587656
A612,L624,47,6,119.357143,-190.0,94.976289,-214.587656
A613,L625,40,12,139.25,-190.0,119.153823,-141.428942
A614,L626,48,2,159.142857,-190.0,143.331357,-214.587656
A615,L627,40,15,179.035714,-190.0,144.58358,-141.428942
A616,L628,48,6,198.928571,-190.0,177.2377,-214.587656
A617,L629,41,11,218.821429,-190.0,192.938648,-141.428942
A618,L630,41,13,238.714286,-190.0,209.89182,-141.428942
A619,L631,41,6,258.607143,-190.0,218.368405,-125.583506
A620,L632,42,9,278.5,-190.0,258.246888,-141.428942
A621,L633,43,6,-259.611111,-210.0,-234.069354,-214.587656
A622,L634,43,7,-237.976852,-210.0,-225.592768,-214.587656
A623,L635,43,8,-216.342593,-210.0,-217.116183,-214.587656
A624,L636,44,1,-194.708333,-210.0,-194.190871,-214.587656
A625,L637,44,4,-173.074074,-210.0,-168.761114,-214.587656
A626,L638,44,6,-151.439815,-210.0,-151.807943,-214.587656
A627,L639,44,8,-129.805556,-210.0,-134.854772,-214.587656
A628,L640,45,2,-108.171296,-210.0,-103.452875,-214.587656
A629,L641,45,4,-86.537037,-210.0,-86.499704,-214.587656
A630,L642,45,7,-64.902778,-210.0,-61.069947,-214.587656
A631,L643,46,1,-43.268519,-210.0,-29.66805,-214.587656
A632,L644,46,2,-21.634259,-210.0,-21.191464,-214.587656
A633,L645,46,4,0.0,-210.0,-4.238293,-214.587656
A634,L646,46,7,21.634259,-210.0,21.191464,-214.587656
A635,L647,46,8,43.268519,-210.0,29.66805,-214.587656
A636,L648,47,2,64.902778,-210.0,61.069947,-214.587656
A637,L649,47,5,86.537037,-210.0,86.499704,-214.587656
A638,L650,47,7,108.171296,-210.0,103.452875,-214.587656
A639,L651,48,1,129.805556,-210.0,134.854772,-214.587656
A640,L652,48,3,151.439815,-210.0,151.807943,-214.587656
A641,L653,48,5,173.074074,-210.0,168.761114,-214.587656
A642,L654,48,8,194.708333,-210.0,194.190871,-214.587656
A643,L655,49,1,216.342593,-210.0,217.116183,-214.587656
A644,L656,49,2,237.976852,-210.0,225.592768,-214.587656
A645,L657,49,3,259.611111,-210.0,234.069354,-214.587656
A646,L658,43,15,-240.722222,-230.0,-225.592768,-230.433091
A647,L659,43,16,-220.662037,-230.0,-217.116183,-230.433091
A648,L660,44,2,-200.601852,-230.0,-185.714286,-214.587656
A649,L661,44,5,-180.541667,-230.0,-160.284529,-214.587656
A650,L662,44,13,-160.481481,-230.0,-160.284529,-230.433091
A651,L663,44,16,-140.421296,-230.0,-134.854772,-230.433091
A652,L664,45,1,-120.361111,-230.0,-111.929461,-214.587656
A653,L665,45,11,-100.300926,-230.0,-94.976289,-230.433091
A654,L666,45,13,-80.240741,-230.0,-78.023118,-230.433091
A655,L667,45,15,-60.180556,-230.0,-61.069947,-230.433091
A656,L668,46,9,-40.12037,-230.0,-29.66805,-230.433091
A657,L669,46,10,-20.060185,-230.0,-21.191464,-230.433091
A658,L670,46,13,0.0,-230.0,4.238293,-230.433091
A659,L671,46,15,20.060185,-230.0,21.191464,-230.433091
A660,L672,46,16,40.12037,-230.0,29.66805,-230.433091
A661,L673,47,10,60.180556,-230.0,61.069947,-230.433091
A662,L674,47,12,80.240741,-230.0,78.023118,-230.433091
A663,L675,47,14,100.300926,-230.0,94.976289,-230.433091
A664,L676,47,8,120.361111,-230.0,111.929461,-214.587656
A665,L677,48,9,140.421296,-230.0,134.854772,-230.433091
A666,L678,48,12,160.481481,-230.0,160.284529,-230.433091
A667,L679,48,4,180.541667,-230.0,160.284529,-214.587656
A668,L680,48,7,200.601852,-230.0,185.714286,-214.587656
A669,L681,49,9,220.662037,-230.0,217.116183,-230.433091
A670,L682,49,10,240.722222,-230.0,225.592768,-230.433091
A671,L683,44,9,-221.833333,-250.0,-194.190871,-230.433091
A672,L684,44,10,-199.65,-250.0,-185.714286,-230.433091
A673,L685,44,12,-177.466667,-250.0,-168.761114,-230.433091
A674,L686,44,15,-155.283333,-250.0,-143.331357,-230.433091
A675,L687,45,9,-133.1,-250.0,-111.929461,-230.433091
A676,L688,45,10,-110.916667,-250.0,-103.452875,-230.433091
A677,L689,45,12,-88.733333,-250.0,-86.499704,-230.433091
A678,L690,45,14,-66.55,-250.0,-69.546532,-230.433091
A679,L691,45,16,-44.366667,-250.0,-52.593361,-230.433091
A680,L692,46,11,-22.183333,-250.0,-12.714878,-230.433091
A681,L693,46,12,0.0,-250.0,-4.238293,-230.433091
A682,L694,46,14,22.183333,-250.0,12.714878,-230.433091
A683,L695,51,6,44.366667,-250.0,12.714878,-303.591805
A684,L696,47,9,66.55,-250.0,52.593361,-230.433091
A685,L697,47,11,88.733333,-250.0,69.546532,-230.433091
A686,L698,47,13,110.916667,-250.0,86.499704,-230.433091
A687,L699,47,16,133.1,-250.0,111.929461,-230.433091
A688,L700,48,10,155.283333,-250.0,143.331357,-230.433091
A689,L701,48,13,177.466667,-250.0,168.761114,-230.433091
A690,L702,48,15,199.65,-250.0,185.714286,-230.433091
A691,L703,48,16,221.833333,-250.0,194.190871,-230.433091
A692,L704,44,11,-202.944444,-270.0,-177.2377,-230.433091
A693,L705,44,14,-177.576389,-270.0,-151.807943,-230.433091
A694,L706,50,4,-152.208333,-270.0,-86.499704,-303.591805
A695,L707,50,5,-126.840278,-270.0,-78.023118,-303.591805
A696,L708,50,7,-101.472222,-270.0,-61.069947,-303.591805
A697,L709,51,1,-76.104167,-270.0,-29.66805,-303.591805
A698,L710,51,11,-50.736111,-270.0,-12.714878,-319.437241
A699,L711,51,3,-25.368056,-270.0,-12.714878,-303.591805
A700,L712,51,4,0.0,-270.0,-4.238293,-303.591805
A701,L713,51,13,25.368056,-270.0,4.238293,-319.437241
A702,L714,51,14,50.736111,-270.0,12.714878,-319.437241
A703,L715,51,8,76.104167,-270.0,29.66805,-303.591805
A704,L716,52,2,101.472222,-270.0,61.069947,-303.591805
A705,L717,52,4,126.840278,-270.0,78.023118,-303.591805
A706,L718,47,15,152.208333,-270.0,103.452875,-230.433091
A707,L719,48,11,177.576389,-270.0,151.807943,-230.433091
A708,L720,48,14,202.944444,-270.0,177.2377,-230.433091
A709,L722,50,1,-153.37963,-290.0,-111.929461,-303.591805
A710,L723,50,3,-122.703704,-290.0,-94.976289,-303.591805
A711,L724,50,6,-92.027778,-290.0,-69.546532,-303.591805
A712,L725,50,8,-61.351852,-290.0,-52.593361,-303.591805
A713,L726,51,2,-30.675926,-290.0,-21.191464,-303.591805
A714,L727,51,5,0.0,-290.0,4.238293,-303.591805
A715,L728,51,7,30.675926,-290.0,21.191464,-303.591805
A716,L729,52,1,61.351852,-290.0,52.593361,-303.591805
A717,L730,52,3,92.027778,-290.0,69.546532,-303.591805
A718,L731,52,5,122.703704,-290.0,86.499704,-303.591805
A719,L732,52,7,153.37963,-290.0,103.452875,-303.591805
A720,L735,50,2,-123.875,-310.0,-103.452875,-303.591805
A721,L736,51,9,-82.583333,-310.0,-29.66805,-319.437241
A722,L737,51,10,-41.291667,-310.0,-21.191464,-319.437241
A723,L738,51,12,0.0,-310.0,-4.238293,-319.437241
A724,L739,51,15,41.291667,-310.0,21.191464,-319.437241
A725,L740,51,16,82.583333,-310.0,29.66805,-319.437241
A726,L741,52,6,123.875,-310.0,94.976289,-303.591805
